EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1995,1.251479,0.5978634,0.265229,1.781859,1.438467,1.835757,1.772805,1.175579,1.093106,0.8614203,0.3199801,2.387221,0.8311014,1.860083,1.181473,1.530269,0.9728084,2.452409,2.460521,45.89297,186.2883,0
1996,1.271095,0.5986215,0.240978,1.793458,1.535701,2.258002,2.089738,1.307786,1.140165,0.8854957,0.3201976,2.655715,0.8627617,1.875364,1.253574,1.523252,0.9630908,2.415647,2.460671,45.84311,186.3225,0
1997,1.285425,0.6134843,0.2667543,1.782242,1.519237,2.155916,2.011516,1.293146,1.136334,0.8802418,0.3203845,2.593352,0.9408177,1.832984,1.314543,1.533895,0.9912416,2.37294,2.460144,45.79657,186.3733,0
1998,1.29686,0.6149369,0.3476385,1.775615,1.57374,2.397181,2.171809,1.357255,1.172042,0.8915164,0.3205598,2.378161,0.8684511,1.723624,1.374958,1.504175,0.9969931,2.334617,2.458848,45.74891,186.4169,0
1999,1.304082,0.625432,0.4022982,1.764521,1.665573,2.775903,2.467673,1.476889,1.204133,0.906459,0.3207149,2.571008,0.7726532,1.648669,1.470114,1.499336,1.019409,2.30409,2.456722,45.68044,186.475,0
2000,1.309848,0.6480307,0.3628924,1.740185,1.741603,3.080307,2.683915,1.591761,1.237376,0.9097273,0.3208301,2.555715,0.831839,1.520587,1.548407,1.491906,0.9937953,2.281689,2.453933,45.602,186.5495,0
2001,1.301416,0.6442698,0.377253,1.707444,1.869517,3.616714,3.080118,1.76476,1.311027,0.9237775,0.3209408,2.767797,0.8935421,1.424381,1.379869,1.475951,1.04675,2.255375,2.45095,45.50945,186.6343,0
2002,1.294728,0.6302117,0.3617313,1.74494,2.503393,6.506205,5.591931,2.783834,1.691899,1.043681,0.3210365,2.641647,0.7469016,1.404194,1.453107,1.495278,1.022766,2.236777,2.448561,45.37736,186.7468,0
2003,1.28895,0.6415201,0.3822953,1.672335,2.209358,4.676984,3.790526,2.346834,1.551116,0.948261,0.3211171,2.683082,0.7964543,1.364336,1.317255,1.447645,1.058383,2.225885,2.445973,45.2966,186.859,0
2004,1.275614,0.6542915,0.3672141,1.678769,3.0491,9.096065,7.260524,3.482341,2.139057,1.113624,0.321192,2.705617,0.8284185,1.368273,1.188615,1.440771,1.062246,2.210878,2.443598,45.22481,186.9402,0
2005,1.260646,0.6503556,0.3827977,1.574376,1.793585,2.962234,2.318427,1.599224,1.29665,0.8351449,0.3212388,2.650905,0.7874544,1.395494,1.232738,1.414644,1.05056,2.199686,2.441722,45.21096,186.9862,0
2006,1.245245,0.6595417,0.4021269,1.422814,1.768092,3.243578,2.380529,1.302139,1.165027,0.8214319,0.3212914,2.591984,0.8072298,1.38939,1.293529,1.540946,1.071846,2.186258,2.439864,45.19675,187.0042,0
2007,1.231302,0.6662894,0.4286412,1.470419,1.540275,2.564548,2.325049,1.20849,0.9195998,0.7890676,0.3213393,2.474131,0.8322999,1.349116,1.349437,1.393382,1.05412,2.170912,2.438336,45.19585,187.0186,0
2008,1.22054,0.6595263,0.428329,1.45075,1.536628,2.245333,2.052146,1.291615,0.9162974,0.7607546,0.3213285,2.395291,0.8237276,1.305497,1.236941,1.405345,1.01469,2.166374,2.438064,45.19968,187.0179,0
2009,1.208528,0.6733624,0.469781,1.409379,1.472369,2.181122,1.922461,1.213679,1.023625,0.6958265,0.3213495,2.334607,0.8045788,1.311035,1.246271,1.36508,1.124382,2.161265,2.437188,45.20101,187.0182,0
2010,1.1993,0.6554005,0.3978423,1.429723,1.400013,1.916948,1.843942,1.123342,0.9710026,0.6868156,0.3212718,2.407805,0.8567061,1.316361,1.127466,1.365971,0.8754842,2.165718,2.438114,45.22089,187.0097,0
2011,1.187402,0.6757293,0.4042022,1.421687,1.365552,1.691805,1.647497,1.097375,0.9195347,0.6744685,0.3211022,2.396478,0.8002074,1.363397,1.096667,1.391581,0.8953533,2.185869,2.440187,45.25081,186.9768,0
2012,1.177214,0.6526772,0.3897401,1.431834,1.406546,1.946012,1.827215,1.147929,0.9853355,0.6720736,0.3209832,2.530277,0.7632712,1.421104,1.179097,1.395123,0.9031718,2.207106,2.442442,45.28629,186.94,0
2013,1.191763,0.6556628,0.4281944,1.461675,1.349931,1.652447,1.645743,1.075454,0.9366004,0.6715319,0.3208776,2.532434,0.7212337,1.44923,1.167283,1.492879,0.8779362,2.231642,2.445018,45.33768,186.8909,0
2014,1.20899,0.6543831,0.4340613,1.468069,1.354306,1.644233,1.605057,1.069351,0.9380136,0.6693462,0.3207838,2.689568,0.6901124,1.496071,1.123732,1.462094,0.8757004,2.254139,2.447278,45.39741,186.8306,0
2015,1.224518,0.6598215,0.4477712,1.501777,1.319098,1.524536,1.536827,1.017603,0.9256364,0.6643904,0.3206986,2.535737,0.7703449,1.550188,1.151688,1.45514,0.8688285,2.278492,2.449528,45.48212,186.756,0
2016,1.230351,0.6697199,0.5256785,1.553422,1.301905,1.417078,1.469473,0.9977702,0.9019272,0.662989,0.3206471,2.879211,0.6909885,1.572914,1.130468,1.503556,0.8957469,2.287163,2.451176,45.58917,186.6572,0
2017,1.23608,0.6692486,0.4568814,1.611464,1.321881,1.47051,1.506406,1.020174,0.9239843,0.6644832,0.320657,2.924,0.8976869,1.58149,1.140507,1.533106,0.9216153,2.281706,2.451594,45.69562,186.5515,0
