EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,AvgWeightOrProdCons

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
2001,0.00296169,0.03458799,0.3074217,0.003488608,0.05949081,0.2014639,0.4692322,0.7948433,1.025786,1.293575,0.1773481,0.001055169,0.2532596,0.002463706,0.07855365,0.00298627,0.1157852,0.3000136,0.1950089,0.2965718,0,0
2002,0.003056838,0.03527764,0.273459,0.004236822,0.0623732,0.2087222,0.51352,0.8504801,1.096228,1.50963,0.1773481,0.001037803,0.2641994,0.002492192,0.07784863,0.00298708,0.1148812,0.3000136,0.1950089,0.2965718,0,0
2003,0.003138184,0.03638103,0.2486966,0.003981419,0.07368506,0.2285739,0.5268564,0.8935961,1.152448,1.795546,0.1773481,0.001027182,0.2676974,0.00246525,0.07712463,0.003009157,0.11516,0.3000136,0.1950089,0.2965718,0,0
2004,0.003221316,0.03794113,0.2322059,0.004334086,0.07145471,0.2400027,0.547852,0.8960487,1.185391,2.112398,0.1773481,0.001005065,0.2649801,0.002409185,0.07726691,0.003048598,0.1132498,0.3000136,0.1950089,0.2965718,0,0
2005,0.003245966,0.04026739,0.2251897,0.003597401,0.08308801,0.2597179,0.5442087,0.8909222,1.177719,2.342639,0.1773481,0.0009786614,0.2625976,0.0024162,0.07598624,0.003048448,0.1128097,0.3000136,0.1950089,0.2965718,0,0
2006,0.003218802,0.04331641,0.2257812,0.002809568,0.07952362,0.2877291,0.5520563,0.8626767,1.163047,2.450547,0.1773481,0.0009706333,0.2589107,0.002460755,0.07381668,0.002988819,0.1140122,0.3000136,0.1950089,0.2965718,0,0
2007,0.003216485,0.04644376,0.2286518,0.003332488,0.07339764,0.2858991,0.5836677,0.8644931,1.134034,2.449038,0.1773481,0.001005667,0.2478791,0.002515793,0.07191563,0.003029262,0.1150192,0.3000136,0.1950089,0.2965718,0,0
2008,0.003217465,0.04970492,0.2362484,0.002968297,0.0797049,0.2826283,0.578274,0.8953176,1.133227,2.357653,0.1773481,0.001039431,0.2352006,0.00250621,0.0708032,0.003055708,0.1124559,0.3000136,0.1950089,0.2965718,0,0
2009,0.003137064,0.05282866,0.2478423,0.002776667,0.07566715,0.2923097,0.5720942,0.8887613,1.158824,1.955253,0.1773481,0.001060066,0.2269099,0.002507057,0.06994829,0.003108807,0.1117422,0.3000136,0.1950089,0.2965718,0,0
2010,0.003138772,0.05603444,0.2637059,0.002913712,0.07376794,0.2876379,0.5813195,0.879381,1.152222,1.844654,0.1773481,0.001051048,0.2248356,0.002467182,0.06929979,0.003013846,0.1115451,0.3000136,0.1950089,0.2965718,0,0
2011,0.002750418,0.06076049,0.3009821,0.002739031,0.07481549,0.284736,0.5720438,0.8859012,1.141496,1.90246,0.1773481,0.001019507,0.2373887,0.002434937,0.06881524,0.002905829,0.1178822,0.3000136,0.1950089,0.2965718,0,0
2012,0.002535565,0.06544693,0.3496474,0.002793811,0.07139821,0.2815851,0.5656238,0.874727,1.144912,1.808728,0.1773481,0.0009632814,0.2551262,0.002448054,0.06800567,0.002943544,0.1181206,0.3000136,0.1950089,0.2965718,0,0
2013,0.002568708,0.06625351,0.4049869,0.002831714,0.07030954,0.271791,0.5588163,0.8656909,1.13251,1.824432,0.1773481,0.0009413902,0.2724123,0.002438099,0.06802037,0.002879058,0.1186503,0.3000136,0.1950089,0.2965718,0,0
2014,0.00263997,0.06371371,0.4661343,0.002712099,0.06850915,0.2630668,0.5381071,0.8530304,1.118949,1.812277,0.1773481,0.0009041383,0.2844297,0.002393238,0.06903058,0.002850288,0.1214164,0.3000136,0.1950089,0.2965718,0,0
2015,0.002694368,0.06088485,0.5251952,0.002704141,0.0645807,0.251846,0.5168596,0.821878,1.099774,1.755935,0.1773481,0.0009486926,0.2894749,0.002364088,0.07034863,0.002877804,0.1205512,0.3000136,0.1950089,0.2965718,0,0
2016,0.002765565,0.05933914,0.5810831,0.002724385,0.060663,0.2328393,0.4878019,0.7827411,1.056071,1.707435,0.1773481,0.0008884578,0.2901488,0.00233623,0.07180322,0.002865731,0.1201037,0.3000136,0.1950089,0.2965718,0,0
2017,0.002846695,0.05813531,0.6070007,0.002758634,0.0566956,0.2110923,0.4453686,0.7311702,0.9955167,1.58722,0.1773481,0.0008623925,0.3155375,0.002319737,0.07332108,0.00285457,0.1205372,0.3000136,0.1950089,0.2965718,0,0
