EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Biomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1,0.008496094,0.0362939,0.01865827,0.2910449,0.9729747,0.7663768,0.3195014,0.111981,0.04090019,0.03141733,0.2715003,0.003934161,0.215901,0.00122289,0.0127013,0.008276124,0.15139,0.2713088,14.5459,13.55901,8.595783,12.97398
2,0.008575731,0.03642923,0.0188376,0.2914824,0.9773948,0.7771217,0.3234215,0.1144039,0.04163858,0.03179792,0.2715041,0.003595166,0.2122142,0.001224009,0.01270396,0.008229795,0.1530502,0.2714361,14.5458,13.5582,8.595768,12.97408
3,0.008655552,0.03656433,0.01902145,0.2919593,0.9812137,0.786473,0.3273616,0.1165856,0.04239407,0.03217183,0.2715113,0.003301037,0.2086599,0.001225146,0.01270809,0.008185602,0.1546801,0.2716705,14.54564,13.55693,8.595817,12.97416
4,0.008736035,0.0366994,0.01920948,0.2925057,0.9845287,0.7946127,0.3313194,0.1185492,0.04316536,0.03253918,0.2715217,0.003046606,0.2052352,0.001226343,0.01271373,0.008145363,0.1562755,0.2719964,14.54545,13.55539,8.595928,12.97424
5,0.0088174,0.03683466,0.0194014,0.293168,0.9874154,0.8016956,0.3352972,0.1203144,0.04395179,0.03290002,0.2715354,0.002828143,0.201937,0.001227605,0.01272092,0.008111785,0.1578326,0.2723995,14.54521,13.55373,8.596096,12.97432
6,0.008899735,0.03697037,0.01959693,0.294004,0.9899317,0.8078538,0.3393009,0.1218985,0.04475323,0.03325441,0.2715522,0.002643084,0.1987616,0.001228918,0.01272967,0.008088232,0.1593477,0.2728659,14.54494,13.552,8.596306,12.97441
7,0.008983054,0.03710677,0.01979588,0.2950745,0.9921211,0.8131999,0.3433383,0.1233162,0.04556993,0.03360238,0.271572,0.002489703,0.1957052,0.001230252,0.01273998,0.008078439,0.1608175,0.2733816,14.54465,13.55024,8.596544,12.97451
8,0.009067341,0.03724414,0.01999808,0.2964343,0.9940159,0.8178299,0.3474187,0.1245804,0.04640244,0.03394392,0.2715948,0.002366782,0.192764,0.001231574,0.0127518,0.008086267,0.162239,0.2739328,14.54434,13.54846,8.596801,12.97462
9,0.009152569,0.03738275,0.02020339,0.2981258,0.9956394,0.821826,0.351552,0.1257019,0.04725149,0.03427905,0.2716206,0.002273314,0.1899342,0.001232845,0.01276509,0.008115503,0.1636094,0.2745063,14.54401,13.54667,8.597068,12.97474
10,0.009238726,0.03752283,0.0204117,0.3001741,0.997008,0.8252583,0.3557484,0.1266904,0.04811799,0.03460775,0.2716493,0.002208282,0.187212,0.001234036,0.0127798,0.008169699,0.1649264,0.27509,14.54367,13.54486,8.59734,12.97486
11,0.009325817,0.0376646,0.02062294,0.3025841,0.9981329,0.8281866,0.3600179,0.1275542,0.04900293,0.03493002,0.271681,0.002170496,0.1845937,0.001235122,0.01279584,0.008252035,0.1661877,0.2756731,14.54332,13.54304,8.597614,12.97498
12,0.009413881,0.03780824,0.02083702,0.3053402,0.9990214,0.8306624,0.3643702,0.1283003,0.04990738,0.03524583,0.2717157,0.002158514,0.1820755,0.00123609,0.01281311,0.008365238,0.1673916,0.2762467,14.54296,13.5412,8.597891,12.9751
13,0.009502986,0.03792509,0.02110621,0.307964,1.000482,0.8329971,0.3681544,0.1291269,0.05071481,0.0355767,0.2717549,0.002151392,0.1728901,0.001236512,0.01271865,0.008747589,0.1694772,0.2768039,14.54259,13.53936,8.598167,12.97519
14,0.009593345,0.03804737,0.02137811,0.3100459,1.002882,0.8351927,0.3714579,0.1300214,0.0514405,0.03592308,0.2718001,0.00214804,0.1644912,0.001237558,0.01263756,0.009143224,0.1716267,0.2773457,14.54216,13.53746,8.598453,12.97526
15,0.009685132,0.03817449,0.02165258,0.3116532,1.00601,0.8372407,0.3743604,0.1309753,0.05209465,0.03628376,0.2718515,0.00214766,0.1568029,0.001239034,0.01256797,0.009550906,0.1738547,0.2778716,14.54168,13.53557,8.598752,12.97534
16,0.009778592,0.03830591,0.02192927,0.3128305,1.009704,0.8391296,0.3769265,0.1319832,0.0526853,0.03665803,0.2719093,0.002149134,0.149761,0.001240772,0.0125083,0.009967312,0.1761765,0.2783816,14.54113,13.53373,8.599065,12.97542
17,0.009874029,0.03844118,0.02220789,0.3136217,1.013817,0.8408471,0.3792092,0.1330428,0.0532188,0.0370455,0.2719735,0.002151163,0.1433074,0.001242612,0.01245726,0.01038692,0.1786075,0.2788764,14.54052,13.53196,8.599387,12.97552
18,0.009971803,0.03857991,0.02248817,0.3140679,1.018227,0.8423817,0.3812515,0.1341535,0.05370006,0.03744614,0.2720444,0.002152361,0.1373898,0.001244392,0.01241378,0.01080207,0.1811631,0.2793574,14.53984,13.53027,8.599714,12.97563
19,0.01007232,0.0387218,0.02276986,0.3142086,1.022825,0.8437242,0.3830886,0.1353161,0.05413288,0.03786007,0.272122,0.002151347,0.1319612,0.001245939,0.01237701,0.01120321,0.1838588,0.2798263,14.53909,13.52868,8.600044,12.97576
20,0.01017601,0.03886658,0.02305276,0.3140829,1.027516,0.8448676,0.3847491,0.1365324,0.05452011,0.03828763,0.2722065,0.002146803,0.1269791,0.001247073,0.01234624,0.01157922,0.1867097,0.2802851,14.53827,13.52719,8.600371,12.9759
21,0.01028333,0.0390141,0.0233367,0.3137292,1.032219,0.845808,0.3862562,0.1378049,0.05486387,0.0387293,0.2722981,0.002137439,0.1224053,0.001247605,0.01232094,0.01191776,0.1897307,0.2807358,14.53737,13.5258,8.600695,12.97605
22,0.01039476,0.03916423,0.02362155,0.3131849,1.036859,0.846544,0.387629,0.1391364,0.05516572,0.03918564,0.2723968,0.002122086,0.1182055,0.001247351,0.01230067,0.01220572,0.192936,0.2811797,14.53641,13.52451,8.601011,12.97622
23,0.01051076,0.03931693,0.02390721,0.3124862,1.041373,0.8470768,0.3888829,0.1405299,0.05542671,0.03965731,0.2725028,0.00209964,0.1143487,0.00124613,0.01228512,0.01242956,0.1963396,0.2816181,14.53536,13.52332,8.601319,12.97638
24,0.01063178,0.0394722,0.02419361,0.3116673,1.045705,0.8474099,0.3900306,0.1419885,0.05564753,0.04014502,0.272616,0.002069023,0.1108071,0.001243777,0.01227402,0.01257565,0.1999549,0.2820515,14.53424,13.52221,8.601618,12.97655
25,0.01075988,0.03973586,0.02464263,0.3107613,1.049232,0.8483952,0.3911062,0.143267,0.055911,0.04061002,0.2727368,0.00183861,0.1072099,0.001242292,0.01232961,0.01229128,0.204837,0.28248,14.53304,13.52119,8.601906,12.97672
26,0.01089331,0.03999629,0.02509495,0.3098019,1.051423,0.8504217,0.3920989,0.1443913,0.05620828,0.04105479,0.2728656,0.001650563,0.1038651,0.001241909,0.01238043,0.01201753,0.2097482,0.2829797,14.53178,13.52025,8.602183,12.97688
27,0.01103267,0.04025437,0.02555088,0.3088135,1.052557,0.8531781,0.3930084,0.1453856,0.05653437,0.04148203,0.2730022,0.001496908,0.100758,0.001242317,0.0124276,0.01175698,0.2146692,0.2835333,14.53045,13.51938,8.602449,12.97704
28,0.01117809,0.04051114,0.02601051,0.307814,1.052846,0.8564319,0.3938316,0.1462694,0.05688611,0.04189378,0.2731468,0.001371605,0.09787355,0.001243346,0.01247203,0.01151508,0.2195799,0.2841279,14.52907,13.51859,8.602704,12.9772
29,0.01132966,0.04076748,0.02647389,0.3068004,1.052488,0.8599943,0.3945641,0.1470586,0.05726172,0.04229158,0.2732994,0.001270167,0.09519655,0.001244918,0.01251438,0.01129968,0.2244603,0.2847527,14.52763,13.51788,8.602947,12.97735
30,0.01148752,0.04102412,0.02694105,0.3057672,1.051641,0.863717,0.3952019,0.1477661,0.05766052,0.04267655,0.2734599,0.001189412,0.09271192,0.001247008,0.01255518,0.01112043,0.2292911,0.2853987,14.52614,13.51723,8.603178,12.9775
31,0.01165181,0.04128166,0.02741195,0.304721,1.05042,0.8674838,0.3957425,0.1484021,0.05808257,0.04304951,0.2736284,0.001127118,0.09040496,0.00124963,0.01259483,0.01098828,0.2340538,0.2860578,14.52461,13.51666,8.603397,12.97765
32,0.01182279,0.04154059,0.02788657,0.3036656,1.048917,0.8712046,0.3961844,0.1489748,0.05852856,0.04341103,0.2738048,0.001081698,0.08826152,0.001252812,0.01263361,0.01091478,0.238731,0.2867231,14.52302,13.51615,8.603605,12.97778
