EwEVersion,"6.6.8.18072 (compiled 11/4/2022)"
Date,"1/5/2024 1:21:45 PM"
ModelName,"NWACS AM 7ages"
EcosimScenario,base_run
TimeSeries,"copyUpdated NWACS MICE 5 v2-1-6-Time series grid"
StartYear,1985

Data,Catch

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1985,1.684057E-06,0.003309849,0.003426624,7.216153E-05,0.002912378,0.01001055,0.002892685,0.0004551301,7.151048E-05,2.204428E-05,0.005143513,0.002994946,0.05599259,1.336511E-05,0.002829552,0.003692044,0.06312912,0,0,0,0,0
1986,1.889743E-06,0.003819909,0.00326576,7.259239E-05,0.002866111,0.009965749,0.003074924,0.0004814667,8.076379E-05,2.373885E-05,0.0051538,0.002313831,0.09868608,2.119842E-05,0.004073613,0.000540213,0.06162632,0,0,0,0,0
1987,2.185063E-06,0.002739247,0.0017923,6.612334E-05,0.002744811,0.009558027,0.002972503,0.0004909993,8.147382E-05,2.510815E-05,0.005181598,0.002759464,0.06926964,2.691566E-05,0.00331756,0.005253002,0.06058576,0,0,0,0,0
1988,2.647433E-06,0.001550551,0.005366393,4.906724E-05,0.002087464,0.007604601,0.002371972,0.0003933163,6.828643E-05,2.141388E-05,0.00523122,0.001335885,0.05436096,3.20622E-05,0.006302629,0.0008636271,0.08659748,0,0,0,0,0
1989,3.185246E-06,0.0009399583,0.001613065,9.639427E-05,0.004223993,0.01559274,0.005047488,0.000838709,0.0001459727,4.866449E-05,0.005307153,0.001816485,0.03215993,3.484981E-05,0.004612844,0.0004255831,0.09349167,0,0,0,0,0
1990,3.663789E-06,0.0005268519,0.00118888,0.001247451,0.05370562,0.1911681,0.06130372,0.01095921,0.001949782,0.0006810105,0.005417926,0.001090201,0.04358068,9.047933E-05,0.002259561,0.0002159993,0.09166431,0,0,0,0,0
1991,4.447418E-06,0.0008175962,0.001836572,0.00112672,0.04553382,0.1549058,0.04659341,0.008509463,0.00163308,0.0005911415,0.005570389,0.001766885,0.04860503,3.266429E-05,0.003613587,0.0001132698,0.1031806,0,0,0,0,0
1992,5.475133E-06,0.0009715672,0.002952466,0.001811163,0.06939308,0.2172304,0.0627545,0.01099609,0.00217609,0.0008500416,0.005759658,0.001230303,0.04714185,1.482424E-05,0.003042977,2.938007E-05,0.1236632,0,0,0,0,0
1993,6.688539E-06,0.002152501,0.005127766,0.003173271,0.1228513,0.3597054,0.09341922,0.01657106,0.003274202,0.001363977,0.00597369,0.0008079151,0.04619808,5.326074E-06,0.001267079,9.946277E-05,0.1250548,0,0,0,0,0
1994,8.025683E-06,0.003235185,0.00854551,0.003474185,0.1383349,0.4022056,0.09475523,0.01587602,0.00327178,0.001389894,0.006203154,0.0007731438,0.04590893,7.87269E-06,0.001010583,9.946973E-05,0.1241447,0,0,0,0,0
1995,9.326441E-06,0.004092484,0.01232564,0.003087933,0.125193,0.3728906,0.08666757,0.01328712,0.0026117,0.00114937,0.00642988,0.0004388582,0.03572242,6.385064E-06,0.0008408102,0.000896747,0.1982666,0,0,0,0,0
1996,1.033046E-05,0.004359487,0.01018796,0.005023766,0.2001583,0.5498636,0.1263909,0.02031628,0.003845364,0.001677882,0.006622198,0.0007316336,0.03887217,1.633196E-05,0.001238539,0.000257264,0.1723651,0,0,0,0,0
1997,1.085195E-05,0.00610785,0.01420216,0.004318135,0.1793548,0.47439,0.09305648,0.01554032,0.003175525,0.001348292,0.006781109,0.0007058993,0.0437864,3.1843E-05,0.001477118,0.0008987542,0.1734827,0,0,0,0,0
1998,1.095642E-05,0.006258838,0.0248657,0.004998778,0.2098774,0.5431069,0.1005476,0.01477681,0.003244595,0.001482117,0.006905289,0.0003765023,0.03519746,1.408424E-05,0.001647823,2.545736E-05,0.1627775,0,0,0,0,0
1999,1.044175E-05,0.007267043,0.03027305,0.005868575,0.2565563,0.6014873,0.09836429,0.01487007,0.003130856,0.001684815,0.006997567,0.0005331518,0.02668943,1.492506E-05,0.001899644,5.686887E-05,0.1665017,0,0,0,0,0
2000,9.269258E-06,0.009270069,0.02433634,0.005764972,0.2730967,0.5916784,0.07548936,0.01130765,0.002699712,0.001642081,0.007061224,0.0002871603,0.03162975,1.750717E-06,0.002013873,0.0001418906,0.1401222,0,0,0,0,0
2001,7.9313E-06,0.008089401,0.02523469,0.005526436,0.28574,0.5681422,0.0560407,0.007448126,0.002024128,0.001641919,0.007103011,0.0004282588,0.0344758,2.497172E-06,0.001344632,0.0001054621,0.1625368,0,0,0,0,0
2002,6.88047E-06,0.006046382,0.02249183,0.007225879,0.3868923,0.5018863,0.02923519,0.004744416,0.001643765,0.002310054,0.007120621,0.0002091969,0.02131264,9.268932E-07,0.001615106,0.001221572,0.1402436,0,0,0,0,0
2003,5.826146E-06,0.006350246,0.02360124,0.002100244,0.1817968,0.2462655,0.003985967,0.0004930198,0.0003015118,0.001022581,0.007120733,0.0001469437,0.0248413,5.647419E-07,0.001137129,0.0003248004,0.1540534,0,0,0,0,0
2004,4.88194E-06,0.006566803,0.02086226,0.00212538,0.1255025,0.1608535,0.002665558,0.0001163223,7.861887E-05,0.0009822416,0.007102973,0.0002652471,0.02584736,2.543147E-06,0.0006535306,0.0004555953,0.1531929,0,0,0,0,0
2005,4.07599E-06,0.005646689,0.02112859,0.0002614456,0.02713335,0.03896232,0.0004684477,1.087138E-05,2.615134E-06,0.0001407443,0.007071957,0.0003174963,0.02183927,1.101815E-06,0.0008919807,9.887886E-05,0.1479476,0,0,0,0,0
2006,3.468282E-06,0.005609224,0.02119155,0.0002467426,0.01346024,0.04252709,0.002442627,2.580275E-05,1.355192E-06,6.337254E-05,0.007031299,0.0003226032,0.02252837,1.097279E-06,0.001214982,0.004037492,0.1609905,0,0,0,0,0
2007,3.051562E-06,0.005390108,0.02102318,0.000226041,0.01246416,0.02075896,0.002758691,0.0001355343,2.707205E-06,2.207707E-05,0.006977943,0.0002447052,0.02318113,1.366019E-06,0.001502568,0.0006207281,0.1573819,0,0,0,0,0
2008,2.74502E-06,0.004682265,0.01874547,0.0001765897,0.01178898,0.02710592,0.002124445,0.0002171507,1.707018E-05,8.941143E-06,0.006921252,0.0002018892,0.02196298,2.150341E-06,0.0009974577,0.0008480948,0.14995,0,0,0,0,0
2009,2.517354E-06,0.004957124,0.01893978,0.0002152094,0.01077262,0.02768596,0.003568544,0.0001998089,3.105069E-05,7.115294E-06,0.006865619,0.0001504286,0.02057136,5.092219E-07,0.001084776,8.178363E-05,0.2040465,0,0,0,0,0
2010,2.413231E-06,0.004090138,0.01323729,0.0002398836,0.01241896,0.02613844,0.003798683,0.0003317742,2.680355E-05,9.088378E-06,0.00681046,0.0003029521,0.02363257,1.008515E-06,0.0004484127,0,0.1104702,0,0,0,0,0
2011,2.362552E-06,0.005052657,0.01347842,0.0002305518,0.0122657,0.03041904,0.003947801,0.0003633606,4.219191E-05,8.564903E-06,0.00678708,0.0003947882,0.02082141,9.645184E-07,0.000250984,0.0006971759,0.1325069,0,0,0,0,0
2012,2.715381E-06,0.004212845,0.0128171,0.0005154568,0.02378209,0.05679772,0.009080795,0.0007524451,9.310288E-05,2.175704E-05,0.006792258,0.0005666314,0.01974281,2.256168E-06,0.0007975116,0.0001648021,0.1503884,0,0,0,0,0
2013,3.346903E-06,0.004778415,0.01494555,0.000461318,0.02352955,0.05400735,0.008082004,0.0008153776,8.915746E-05,2.371125E-05,0.006820483,0.0005651742,0.01822658,5.724933E-07,0.0007223014,0.002577204,0.1493656,0,0,0,0,0
2014,3.952788E-06,0.005348187,0.01514369,0.0006089591,0.02877179,0.07778208,0.01231081,0.001115823,0.0001417894,3.373847E-05,0.006870485,0.0006631294,0.01727254,6.036233E-07,0.0004133866,0.001317712,0.1586147,0,0,0,0,0
2015,4.421293E-06,0.00636846,0.01572728,0.0006428643,0.02825026,0.07480635,0.01452322,0.001357177,0.0001511721,3.916542E-05,0.006940525,0.0003800295,0.02545598,2.602947E-06,0.0005883695,0.0001308211,0.1645184,0,0,0,0,0
