index,year,month,value,unit
amo,1995,12,0.975505857,NA
amo,1996,1,0.864749734,NA
amo,1996,2,0.817891374,NA
amo,1996,3,0.762513312,NA
amo,1996,4,0.905218317,NA
amo,1996,5,0.747603834,NA
amo,1996,6,0.621938232,NA
amo,1996,7,0.662406816,NA
amo,1996,8,0.866879659,NA
amo,1996,9,0.881789137,NA
amo,1996,10,0.577209798,NA
amo,1996,11,0.51544196,NA
amo,1996,12,0.553780618,NA
amo,1997,1,0.690095847,NA
amo,1997,2,0.809371672,NA
amo,1997,3,0.89456869,NA
amo,1997,4,0.900958466,NA
amo,1997,5,0.969116081,NA
amo,1997,6,0.903088392,NA
amo,1997,7,1.013844515,NA
amo,1997,8,0.915867945,NA
amo,1997,9,1.118210863,NA
amo,1997,10,1.205537806,NA
amo,1997,11,0.992545261,NA
amo,1997,12,1.165069223,NA
amo,1998,1,1.160809372,NA
amo,1998,2,1.505857295,NA
amo,1998,3,1.569755059,NA
amo,1998,4,1.505857295,NA
amo,1998,5,1.701810437,NA
amo,1998,6,1.927582535,NA
amo,1998,7,1.923322684,NA
amo,1998,8,1.97657082,NA
amo,1998,9,1.761448349,NA
amo,1998,10,1.697550586,NA
amo,1998,11,1.559105431,NA
amo,1998,12,1.478168264,NA
amo,1999,1,0.992545261,NA
amo,1999,2,1.005324814,NA
amo,1999,3,1.030883919,NA
amo,1999,4,0.994675186,NA
amo,1999,5,1.228966986,NA
amo,1999,6,1.267305644,NA
amo,1999,7,1.305644302,NA
amo,1999,8,1.537806177,NA
amo,1999,9,1.277955272,NA
amo,1999,10,0.920127796,NA
amo,1999,11,0.779552716,NA
amo,1999,12,0.915867945,NA
amo,2000,1,0.705005325,NA
amo,2000,2,0.802981896,NA
amo,2000,3,1.103301384,NA
amo,2000,4,0.973375932,NA
amo,2000,5,1.107561235,NA
amo,2000,6,0.845580405,NA
amo,2000,7,1.037273695,NA
amo,2000,8,1.103301384,NA
amo,2000,9,1.101171459,NA
amo,2000,10,0.798722045,NA
amo,2000,11,0.771033014,NA
amo,2000,12,0.61341853,NA
amo,2001,1,0.611288605,NA
amo,2001,2,0.826411076,NA
amo,2001,3,0.913738019,NA
amo,2001,4,0.858359957,NA
amo,2001,5,0.864749734,NA
amo,2001,6,1.305644302,NA
amo,2001,7,1.171458999,NA
amo,2001,8,1.260915868,NA
amo,2001,9,1.493077742,NA
amo,2001,10,1.418530351,NA
amo,2001,11,1.216187433,NA
amo,2001,12,1.337593184,NA
amo,2002,1,1.26943557,NA
amo,2002,2,1.235356763,NA
amo,2002,3,1.190628328,NA
amo,2002,4,0.94142705,NA
amo,2002,5,0.779552716,NA
amo,2002,6,0.634717785,NA
amo,2002,7,0.743343983,NA
amo,2002,8,1.109691161,NA
amo,2002,9,1.052183174,NA
amo,2002,10,1.120340788,NA
amo,2002,11,0.924387646,NA
amo,2002,12,0.892438765,NA
amo,2003,1,0.990415335,NA
amo,2003,2,0.856230032,NA
amo,2003,3,1.122470714,NA
amo,2003,4,1.052183174,NA
amo,2003,5,1.205537806,NA
amo,2003,6,1.320553781,NA
amo,2003,7,1.471778488,NA
amo,2003,8,1.767838126,NA
amo,2003,9,1.844515442,NA
amo,2003,10,1.791267306,NA
amo,2003,11,1.358892439,NA
amo,2003,12,1.361022364,NA
amo,2004,1,1.331203408,NA
amo,2004,2,1.329073482,NA
amo,2004,3,1.218317359,NA
amo,2004,4,1.113951012,NA
amo,2004,5,0.89456869,NA
amo,2004,6,1.260915868,NA
amo,2004,7,1.367412141,NA
amo,2004,8,1.556975506,NA
amo,2004,9,1.395101171,NA
amo,2004,10,1.399361022,NA
amo,2004,11,1.352502662,NA
amo,2004,12,1.282215122,NA
amo,2005,1,1.118210863,NA
amo,2005,2,1.150159744,NA
amo,2005,3,1.488817891,NA
amo,2005,4,1.50372737,NA
amo,2005,5,1.505857295,NA
amo,2005,6,1.57827476,NA
amo,2005,7,1.833865815,NA
amo,2005,8,1.818956337,NA
amo,2005,9,1.774227902,NA
amo,2005,10,1.388711395,NA
amo,2005,11,1.179978701,NA
amo,2005,12,1.341853035,NA
amo,2006,1,1.145899894,NA
amo,2006,2,1.041533546,NA
amo,2006,3,1.009584665,NA
amo,2006,4,1.303514377,NA
amo,2006,5,1.537806177,NA
amo,2006,6,1.591054313,NA
amo,2006,7,1.680511182,NA
amo,2006,8,1.735889244,NA
amo,2006,9,1.657082002,NA
amo,2006,10,1.593184239,NA
amo,2006,11,1.497337593,NA
amo,2006,12,1.24600639,NA
amo,2007,1,1.24600639,NA
amo,2007,2,1.343982961,NA
amo,2007,3,1.15228967,NA
amo,2007,4,1.220447284,NA
amo,2007,5,1.120340788,NA
amo,2007,6,1.069222577,NA
amo,2007,7,1.156549521,NA
amo,2007,8,0.998935037,NA
amo,2007,9,1.090521832,NA
amo,2007,10,1.218317359,NA
amo,2007,11,1.256656017,NA
amo,2007,12,1.118210863,NA
amo,2008,1,0.945686901,NA
amo,2008,2,1.154419595,NA
amo,2008,3,1.220447284,NA
amo,2008,4,0.973375932,NA
amo,2008,5,1.248136315,NA
amo,2008,6,1.427050053,NA
amo,2008,7,1.320553781,NA
amo,2008,8,1.254526092,NA
amo,2008,9,1.303514377,NA
amo,2008,10,1.099041534,NA
amo,2008,11,0.883919063,NA
amo,2008,12,0.922257721,NA
amo,2009,1,0.756123536,NA
amo,2009,2,0.532481363,NA
amo,2009,3,0.541001065,NA
amo,2009,4,0.602768903,NA
amo,2009,5,0.751863685,NA
amo,2009,6,1.139510117,NA
amo,2009,7,1.367412141,NA
amo,2009,8,1.205537806,NA
amo,2009,9,1.003194888,NA
amo,2009,10,1.231096912,NA
amo,2009,11,1.028753994,NA
amo,2009,12,1.056443024,NA
amo,2010,1,0.966986155,NA
amo,2010,2,1.258785942,NA
amo,2010,3,1.493077742,NA
amo,2010,4,1.787007455,NA
amo,2010,5,1.85942492,NA
amo,2010,6,1.833865815,NA
amo,2010,7,1.840255591,NA
amo,2010,8,2,NA
amo,2010,9,1.838125666,NA
amo,2010,10,1.571884984,NA
amo,2010,11,1.382321619,NA
amo,2010,12,1.322683706,NA
amo,2011,1,1.186368477,NA
amo,2011,2,1.111821086,NA
amo,2011,3,0.998935037,NA
amo,2011,4,1.075612354,NA
amo,2011,5,1.203407881,NA
amo,2011,6,1.260915868,NA
amo,2011,7,1.075612354,NA
amo,2011,8,1.192758253,NA
amo,2011,9,1.188498403,NA
amo,2011,10,1.013844515,NA
amo,2011,11,0.73056443,NA
amo,2011,12,0.785942492,NA
amo,2012,1,0.741214058,NA
amo,2012,2,0.890308839,NA
amo,2012,3,0.935037274,NA
amo,2012,4,1.050053248,NA
amo,2012,5,1.231096912,NA
amo,2012,6,1.518636848,NA
amo,2012,7,1.678381257,NA
amo,2012,8,1.797657082,NA
amo,2012,9,1.83599574,NA
amo,2012,10,1.582534611,NA
amo,2012,11,1.231096912,NA
amo,2012,12,1.179978701,NA
amo,2013,1,1.15228967,NA
amo,2013,2,1.126730564,NA
amo,2013,3,1.216187433,NA
amo,2013,4,1.171458999,NA
amo,2013,5,1.094781683,NA
amo,2013,6,0.977635783,NA
amo,2013,7,1.284345048,NA
amo,2013,8,1.29286475,NA
amo,2013,9,1.422790202,NA
amo,2013,10,1.618743344,NA
amo,2013,11,1.15228967,NA
amo,2013,12,0.956336528,NA
amo,2014,1,0.747603834,NA
amo,2014,2,0.788072417,NA
amo,2014,3,0.70713525,NA
amo,2014,4,0.679446219,NA
amo,2014,5,0.875399361,NA
amo,2014,6,1.01171459,NA
amo,2014,7,1.350372737,NA
amo,2014,8,1.593184239,NA
amo,2014,9,1.539936102,NA
amo,2014,10,1.501597444,NA
amo,2014,11,1.018104366,NA
amo,2014,12,1.003194888,NA
amo,2015,1,0.862619808,NA
amo,2015,2,0.87113951,NA
amo,2015,3,0.604898829,NA
amo,2015,4,0.726304579,NA
amo,2015,5,0.973375932,NA
amo,2015,6,0.94142705,NA
amo,2015,7,1.160809372,NA
amo,2015,8,1.258785942,NA
amo,2015,9,1.518636848,NA
amo,2015,10,1.569755059,NA
amo,2015,11,1.275825346,NA
amo,2015,12,1.367412141,NA
amo,2016,1,1.369542066,NA
amo,2016,2,1.209797657,NA
amo,2016,3,1.280085197,NA
amo,2016,4,1.254526092,NA
amo,2016,5,1.612353568,NA
amo,2016,6,1.750798722,NA
amo,2016,7,1.797657082,NA
amo,2016,8,1.850905218,NA
amo,2016,9,1.853035144,NA
amo,2016,10,1.689030884,NA
amo,2016,11,1.710330138,NA
amo,2016,12,1.591054313,NA
